filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_4000_4000_532966_avg105_std125_random_n14.mtx	4000	4000	532966	3.331	4.081
synthetic_4000_4000_878010_avg220_std0.02_random_n14.mtx	4000	4000	878010	5.4876	6.714
synthetic_4000_4000_878010_avg220_std0.2_random_n14.mtx	4000	4000	878010	5.4876	6.714
synthetic_4000_4000_878007_avg220_std0.64_random_n14.mtx	4000	4000	878007	5.4875	6.714
synthetic_4000_4000_877997_avg220_std0.84_random_n14.mtx	4000	4000	877997	5.4875	6.714
synthetic_4000_4000_877943_avg220_std1.6_random_n14.mtx	4000	4000	877943	5.4871	6.713
synthetic_4000_4000_877950_avg220_std2.25_random_n14.mtx	4000	4000	877950	5.4872	6.713
synthetic_4000_4000_877912_avg220_std2.5_random_n14.mtx	4000	4000	877912	5.487	6.713
synthetic_4000_4000_877918_avg220_std3_random_n14.mtx	4000	4000	877918	5.487	6.713
synthetic_4000_4000_877735_avg220_std8_random_n14.mtx	4000	4000	877735	5.4858	6.712
synthetic_4000_4000_877565_avg220_std13_random_n14.mtx	4000	4000	877565	5.4848	6.711
synthetic_4000_4000_892879_avg220_std125_random_n14.mtx	4000	4000	892879	5.5805	6.827
synthetic_21000_21000_934547_avg45_std0.02_random_n14.mtx	21000	21000	934547	0.2119	7.21
synthetic_21000_21000_934547_avg45_std0.2_random_n14.mtx	21000	21000	934547	0.2119	7.21
synthetic_21000_21000_934570_avg45_std0.64_random_n14.mtx	21000	21000	934570	0.2119	7.21
synthetic_21000_21000_934579_avg45_std0.84_random_n14.mtx	21000	21000	934579	0.2119	7.21
synthetic_21000_21000_934545_avg45_std1.6_random_n14.mtx	21000	21000	934545	0.2119	7.21
synthetic_21000_21000_934569_avg45_std2.25_random_n14.mtx	21000	21000	934569	0.2119	7.21
synthetic_21000_21000_934618_avg45_std2.5_random_n14.mtx	21000	21000	934618	0.2119	7.211
synthetic_21000_21000_934680_avg45_std3_random_n14.mtx	21000	21000	934680	0.2119	7.211
synthetic_21000_21000_934874_avg45_std8_random_n14.mtx	21000	21000	934874	0.212	7.213
synthetic_21000_21000_935056_avg45_std13_random_n14.mtx	21000	21000	935056	0.212	7.214
synthetic_38000_38000_741037_avg20_std0.02_random_n14.mtx	38000	38000	741037	0.0513	5.799
synthetic_38000_38000_741037_avg20_std0.2_random_n14.mtx	38000	38000	741037	0.0513	5.799
synthetic_38000_38000_741092_avg20_std0.64_random_n14.mtx	38000	38000	741092	0.0513	5.799
synthetic_38000_38000_741008_avg20_std0.84_random_n14.mtx	38000	38000	741008	0.0513	5.798
synthetic_38000_38000_740927_avg20_std1.6_random_n14.mtx	38000	38000	740927	0.0513	5.798
synthetic_38000_38000_740879_avg20_std2.25_random_n14.mtx	38000	38000	740879	0.0513	5.797
synthetic_38000_38000_740963_avg20_std2.5_random_n14.mtx	38000	38000	740963	0.0513	5.798
synthetic_38000_38000_740922_avg20_std3_random_n14.mtx	38000	38000	740922	0.0513	5.798
synthetic_38000_38000_742101_avg20_std8_random_n14.mtx	38000	38000	742101	0.0514	5.807
synthetic_38000_38000_767036_avg20_std13_random_n14.mtx	38000	38000	767036	0.0531	5.997
synthetic_47000_47000_515039_avg6_std13_random_n14.mtx	47000	47000	515039	0.0233	4.109
synthetic_47000_47000_600890_avg10_std13_random_n14.mtx	47000	47000	600890	0.0272	4.764
synthetic_47000_47000_916530_avg20_std0.02_random_n14.mtx	47000	47000	916530	0.0415	7.172
synthetic_47000_47000_916530_avg20_std0.2_random_n14.mtx	47000	47000	916530	0.0415	7.172
synthetic_47000_47000_916579_avg20_std0.64_random_n14.mtx	47000	47000	916579	0.0415	7.172
synthetic_47000_47000_916523_avg20_std0.84_random_n14.mtx	47000	47000	916523	0.0415	7.172
synthetic_47000_47000_916500_avg20_std1.6_random_n14.mtx	47000	47000	916500	0.0415	7.172
synthetic_47000_47000_916376_avg20_std2.25_random_n14.mtx	47000	47000	916376	0.0415	7.171
synthetic_47000_47000_916497_avg20_std2.5_random_n14.mtx	47000	47000	916497	0.0415	7.172
synthetic_47000_47000_916480_avg20_std3_random_n14.mtx	47000	47000	916480	0.0415	7.171
synthetic_47000_47000_918026_avg20_std8_random_n14.mtx	47000	47000	918026	0.0416	7.183
synthetic_47000_47000_948853_avg20_std13_random_n14.mtx	47000	47000	948853	0.043	7.418
synthetic_64000_64000_649359_avg3.1_std13_random_n14.mtx	64000	64000	649359	0.0159	5.198
synthetic_64000_64000_661507_avg4_std13_random_n14.mtx	64000	64000	661507	0.0162	5.291
synthetic_64000_64000_699350_avg6_std13_random_n14.mtx	64000	64000	699350	0.0171	5.58
synthetic_64000_64000_607993_avg10_std0.02_random_n14.mtx	64000	64000	607993	0.0148	4.883
synthetic_64000_64000_607993_avg10_std0.2_random_n14.mtx	64000	64000	607993	0.0148	4.883
synthetic_64000_64000_608108_avg10_std0.64_random_n14.mtx	64000	64000	608108	0.0148	4.884
synthetic_64000_64000_607983_avg10_std0.84_random_n14.mtx	64000	64000	607983	0.0148	4.883
synthetic_64000_64000_607973_avg10_std1.6_random_n14.mtx	64000	64000	607973	0.0148	4.883
synthetic_64000_64000_607847_avg10_std2.25_random_n14.mtx	64000	64000	607847	0.0148	4.882
synthetic_64000_64000_607878_avg10_std2.5_random_n14.mtx	64000	64000	607878	0.0148	4.882
synthetic_64000_64000_607913_avg10_std3_random_n14.mtx	64000	64000	607913	0.0148	4.882
synthetic_64000_64000_658646_avg10_std8_random_n14.mtx	64000	64000	658646	0.0161	5.269
